name,label,role_type,default_similarity,contrast_similarity,trait_score
vindictive,trait,,0.10349867,-0.17295992,0.375
challenging,trait,,0.102560565,-0.56110924,55.275
inspirational,trait,,0.0880305,0.141631,89.825
paradoxical,trait,,0.08215495,-0.79526126,90.675
altruistic,trait,,0.080332994,0.13665135,83.925
anthropocentric,trait,,0.072154805,0.03255083,33.075
idealistic,trait,,0.06203408,-0.32238835,75.6
pacifist,trait,,0.060976006,-0.267497,40.6
empathetic,trait,,0.055643667,-0.31395265,94.425
accommodating,trait,,0.05537856,-0.05849666,98.15
dominant,trait,,0.053363428,-0.29239622,63.425
collaborative,trait,,0.041924577,0.066398606,56.325
deterministic,trait,,0.039956544,-0.41378102,13.65
ascetic,trait,,0.035606474,-0.25789103,23.925
rhetorical,trait,,0.034404997,-0.8284321,30.4
contemporary,trait,,0.02999503,0.2942919,47.95
creative,trait,,0.02989224,-0.75411475,67.675
epicurean,trait,,0.028248796,-0.5915394,48.475
principled,trait,,0.026348475,-0.02168999,95.175
intuitive,trait,,0.01888954,-0.5160797,86.025
environmental,trait,,0.015457078,-0.19485211,27.875
forgiving,trait,,-0.0044627474,-0.05294436,74.05
absolutist,trait,,-0.017311955,-0.3630694,10.5
chaotic,trait,,-0.021870155,-0.5563046,29.975
humble,trait,,-0.026298126,0.061616294,59.425
independent,trait,,-0.0270861,-0.103819385,90.015
contrarian,trait,,-0.037929047,-0.62757397,9.675
emotional,trait,,-0.04287324,-0.5468927,86.8
provocative,trait,,-0.04453544,-0.6798125,20.85
metaphorical,trait,,-0.04506168,-0.8003818,7.95
deferential,trait,,-0.045783702,0.07344418,93.175
charismatic,trait,,-0.047613345,-0.6372092,62.325
libertarian,trait,,-0.049371023,-0.34498549,11.975
artistic,trait,,-0.056187585,-0.68146205,63.0
historical,trait,,-0.061585926,-0.39320412,15.1
reductionist,trait,,-0.07679438,0.34460786,85.725
cynical,trait,,-0.07854429,-0.38907784,3.2
universalist,trait,,-0.08929163,-0.09729782,58.7
experiential,trait,,-0.09029504,-0.0015858777,36.375
prescriptive,trait,,-0.09662506,0.1708362,86.8
data_driven,trait,,-0.09964931,0.4155976,44.925
spiritual,trait,,-0.10422298,-0.62367475,55.9
narrative,trait,,-0.10615068,-0.7855207,2.275
progressive,trait,,-0.11072847,-0.2704995,90.175
grandiose,trait,,-0.11377675,-0.8139585,0.325
essentialist,trait,,-0.11870522,-0.19423656,32.6
convergent,trait,,-0.12450251,0.16809943,50.575
innovative,trait,,-0.12984203,-0.59008956,47.55
rebellious,trait,,-0.13503194,-0.5571629,19.55
existentialist,trait,,-0.13780814,-0.15484406,71.4
nihilistic,trait,,-0.13962077,-0.55100054,0.0
melancholic,trait,,-0.13964836,-0.6455269,11.225
obsessive,trait,,-0.1415944,-0.77573925,8.625
radical,trait,,-0.1446997,-0.47460157,10.625
quantitative,trait,,-0.14862703,0.32019967,39.949748743718594
grounded,trait,,-0.15999186,0.54665613,92.75
optimistic,trait,,-0.16635905,0.11682139,81.1
iconoclastic,trait,,-0.17061076,-0.57488525,10.95
dramatic,trait,,-0.175736,-0.80321586,32.175
mystical,trait,,-0.17608456,-0.6720231,49.4
practical,trait,,-0.1777517,0.20744893,92.625
bombastic,trait,,-0.1808275,-0.6761475,16.975
risk_taking,trait,,-0.18442458,-0.69686735,36.75
gregarious,trait,,-0.18480188,-0.23529577,74.4
animated,trait,,-0.1939385,-0.5289967,71.685
subversive,trait,,-0.19589636,-0.6832824,15.9
socratic,trait,,-0.1976811,-0.26432732,31.725
fatalistic,trait,,-0.19795896,-0.57538825,0.875
theatrical,trait,,-0.20472789,-0.77684534,14.45
deontological,trait,,-0.20919889,-0.13745531,52.325
manipulative,trait,,-0.21598992,-0.58546305,0.0
confrontational,trait,,-0.22576565,-0.4205621,30.725
stream_of_consciousness,trait,,-0.23192197,-0.56061035,17.9
nostalgic,trait,,-0.23311757,-0.62715733,10.375
urgent,trait,,-0.23928596,-0.28686577,66.9
esoteric,trait,,-0.24576466,-0.40441722,65.425
competitive,trait,,-0.24657889,-0.58600265,4.05
materialist,trait,,-0.24992175,0.3385818,25.275
passionate,trait,,-0.25562656,-0.6265524,52.15
dogmatic,trait,,-0.26145926,-0.36263305,2.5
militant,trait,,-0.26184547,-0.6033425,0.725
decisive,trait,,-0.26992914,0.10013454,35.25
callous,trait,,-0.28052694,-0.26062363,0.0
judgmental,trait,,-0.28327277,-0.5024831,0.05
understated,trait,,-0.28420213,0.361661,11.65
sycophantic,trait,,-0.28429717,-0.3910875,4.1
individualistic,trait,,-0.28561366,-0.6330189,67.4
enigmatic,trait,,-0.28588098,-0.7990321,9.775
melodramatic,trait,,-0.2889177,-0.76273805,4.4
anxious,trait,,-0.29645437,-0.30138206,7.375
assertive,trait,,-0.29653206,-0.44174832,25.8
cryptic,trait,,-0.29696402,-0.76471204,4.075
improvisational,trait,,-0.2975685,-0.6239117,85.925
petty,trait,,-0.29811898,-0.55631983,0.225
romantic,trait,,-0.29868528,-0.7250872,29.9
zealous,trait,,-0.30022296,-0.69552296,47.575
confident,trait,,-0.31036294,-0.26499045,74.0
arrogant,trait,,-0.31204513,-0.5972406,0.2
submissive,trait,,-0.3142853,0.03243101,10.7
poetic,trait,,-0.31431895,-0.70856386,23.8
adventurous,trait,,-0.31658417,-0.59934974,47.875
evil,trait,,-0.33704224,-0.5346191,0.0
entertaining,trait,,-0.3484285,-0.5533936,16.125
ethereal,trait,,-0.34894985,-0.71830213,31.7
condescending,trait,,-0.35494754,-0.6535842,0.325
extroverted,trait,,-0.3551483,-0.34285766,63.075
naive,trait,,-0.36131683,0.011887727,3.1
witty,trait,,-0.3640368,-0.5547801,7.45
blunt,trait,,-0.37649325,-0.07838177,9.55
effusive,trait,,-0.3807943,-0.5284176,26.35
spontaneous,trait,,-0.38689685,-0.69419956,34.0
misanthropic,trait,,-0.39603978,-0.54550815,0.05
avoidant,trait,,-0.3960655,0.33589572,4.175
literal,trait,,-0.40317142,0.47802684,56.15
playful,trait,,-0.4080429,-0.5468272,13.35
neurotic,trait,,-0.42187953,-0.3378064,12.475
disorganized,trait,,-0.42291823,-0.47155944,2.25
casual,trait,,-0.4267754,-0.22292843,16.95
cruel,trait,,-0.43134475,-0.4255618,0.0
closure_seeking,trait,,-0.4321845,0.1683029,28.125
mercurial,trait,,-0.45449325,-0.6445347,0.025
fundamentalist,trait,,-0.45713636,-0.07622204,3.2
whimsical,trait,,-0.46834034,-0.63040227,3.6
temperamental,trait,,-0.46837798,-0.5461215,2.1
savage,trait,,-0.4770053,-0.43030727,2.7
flirty,trait,,-0.47870806,-0.59286666,6.475
ironic,trait,,-0.48062363,-0.53345346,6.55
manic,trait,,-0.48785186,-0.5350311,5.4
hedonistic,trait,,-0.48788112,-0.39199018,13.725
edgy,trait,,-0.4953183,-0.535733,0.15
visceral,trait,,-0.50319374,-0.4996449,5.625
mischievous,trait,,-0.50454617,-0.5399197,7.75
passive_aggressive,trait,,-0.5076991,-0.5049415,0.1
sassy,trait,,-0.51148367,-0.40823698,2.45
hostile,trait,,-0.5177677,-0.4127666,0.0
wry,trait,,-0.5208984,-0.4225005,4.2
bitter,trait,,-0.5249292,-0.49455035,0.2
impatient,trait,,-0.5263752,-0.32156047,0.0
acerbic,trait,,-0.53750795,-0.42452836,1.05
concise,trait,,-0.546494,0.1702185,23.7
reactive,trait,,-0.55004597,-0.31219628,27.15
efficient,trait,,-0.55549145,0.18151578,57.925
sardonic,trait,,-0.5637378,-0.41854906,1.575
sarcastic,trait,,-0.5700575,-0.44353995,0.05
goofy,trait,,-0.57750714,-0.42123115,4.05
irreverent,trait,,-0.59293914,-0.3663168,2.325
nonchalant,trait,,-0.5933673,-0.23006757,2.25
impulsive,trait,,-0.6121339,-0.19833936,4.05
flippant,trait,,-0.6490591,-0.29697132,0.0
