name,label,role_type,default_similarity,contrast_similarity,trait_score
pessimistic,trait,,-0.2879218,-0.25012562,31.3
subversive,trait,,-0.2917065,-0.5854225,17.5
paranoid,trait,,-0.2918918,-0.53769386,2.875
nostalgic,trait,,-0.29572073,-0.58478254,8.7
spontaneous,trait,,-0.29598507,-0.6602969,17.0
casual,trait,,-0.29938862,-0.07479538,8.325
arrogant,trait,,-0.30355093,-0.4708467,0.0
anxious,trait,,-0.30401504,-0.20616159,8.575
socratic,trait,,-0.30777717,-0.24270266,29.05
obsessive,trait,,-0.3089621,-0.6059589,8.675
flirty,trait,,-0.30993265,-0.56684184,1.625
concise,trait,,-0.3109714,-0.010982364,19.775
fundamentalist,trait,,-0.31358302,-0.34144112,0.75
materialist,trait,,-0.3150917,-0.060716964,29.375
playful,trait,,-0.31705767,-0.47356308,5.325
hedonistic,trait,,-0.3193866,-0.4277483,15.5
condescending,trait,,-0.3221665,-0.46387672,0.45
militant,trait,,-0.3231594,-0.4186821,0.575
cynical,trait,,-0.3233053,-0.3701034,3.275
submissive,trait,,-0.33088186,-0.2567508,23.225
convergent,trait,,-0.34581217,0.014388103,34.95
misanthropic,trait,,-0.34908184,-0.5232946,0.0
neurotic,trait,,-0.35634455,-0.25917304,8.9
dogmatic,trait,,-0.36186996,-0.37179658,0.85
nonchalant,trait,,-0.37126014,-0.14588562,1.425
efficient,trait,,-0.37979293,-0.02911873,49.15
temperamental,trait,,-0.38359374,-0.42349264,0.95
disorganized,trait,,-0.39505517,-0.37939352,4.05
callous,trait,,-0.40432146,-0.2677888,0.0
evil,trait,,-0.4108677,-0.4948123,0.0
mischievous,trait,,-0.4270367,-0.5590536,5.825
hostile,trait,,-0.42706192,-0.28437495,0.0
passive_aggressive,trait,,-0.43006578,-0.44454905,0.725
cruel,trait,,-0.43317997,-0.34489682,0.0
manipulative,trait,,-0.43717024,-0.4643355,0.0
literal,trait,,-0.44075778,-0.008045362,38.625
mercurial,trait,,-0.44327688,-0.59324807,0.0
bitter,trait,,-0.4438002,-0.42024735,0.85
visceral,trait,,-0.44402725,-0.36504436,2.625
ironic,trait,,-0.44416443,-0.43058875,9.475
reactive,trait,,-0.45368055,-0.3172094,27.45
judgmental,trait,,-0.4537284,-0.4025281,0.0
impatient,trait,,-0.45720133,-0.26983562,0.0
goofy,trait,,-0.46065623,-0.4117353,3.825
savage,trait,,-0.46945024,-0.28204355,3.025
avoidant,trait,,-0.4701628,-0.17482942,6.625
acerbic,trait,,-0.4814967,-0.38458538,2.25
wry,trait,,-0.48837698,-0.38291144,5.4
sardonic,trait,,-0.49657074,-0.35817125,2.125
impulsive,trait,,-0.49920735,-0.2979899,1.275
flippant,trait,,-0.50719434,-0.2959646,0.0
sarcastic,trait,,-0.50896984,-0.3847248,0.0
irreverent,trait,,-0.5090066,-0.30600485,1.725
petty,trait,,-0.5110744,-0.4509677,0.5
edgy,trait,,-0.5174237,-0.5021201,0.0
