feature_id,header_mean_activation,you_mean_activation,combined_mean,header_active_prompts,you_active_prompts,claude_desc
120881,0.0317978449165821,0.1855296492576599,0.108663747087121,7,24,"Code and programming identifiers, particularly within AWS documentation, as well as tokens at the end of mathematical expressions and marking boundaries in text."
59143,0.1149630397558212,0.1013887226581573,0.1081758812069892,23,13,Specialized technical or domain-specific terminology that represents key concepts within professional or academic contexts.
120502,0.0049993521533906,0.2113117277622223,0.1081555399578064,1,20,"Pronouns (like ""he"", ""her"", ""old"", ""child"") and identifiers of people and entities (like ""Danish"", ""victim"", ""manager"", ""Stain"") that are being referenced as a subject or object in the surrounding text."
39435,0.1135395467281341,0.1026522889733314,0.1080959178507328,22,8,"Programming and technical language markers, often referencing variable types, inheritance concepts, or syntactic elements that serve as important connectors in technical explanations."
59,0.0048613017424941,0.2112641483545303,0.1080627250485122,1,27,A special token marking the beginning of a new document or section in a text corpus.
98268,0.1526936292648315,0.0634273067116737,0.1080604679882526,29,8,"Function words and connective elements that link concepts in technical or academic writing, including prepositions, pronouns, object references, and possessive constructions."
110603,0.2098763287067413,0.0062121949158608,0.1080442618113011,39,1,Transitional words and phrases appearing near punctuation marks that connect clauses or sentences and maintain narrative flow.
70042,0.1751527637243271,0.0406836718320846,0.1079182177782058,30,4,"The token ""0*"" appearing in mathematical expressions, typically multiplying a variable or expression, which effectively eliminates that term from the equation."
120449,0.1555025428533554,0.0602516643702983,0.1078771036118269,34,7,"Common punctuation marks used in mathematical expressions, scientific notations, and formal data presentations that serve as delimiters or separators."
43980,0.0465602837502956,0.1691336929798126,0.1078469883650541,9,25,"Technical elements in code, markup languages, and specialized texts, including parameters, attributes, domain identifiers, and technical terminology."
71557,0.0119932042434811,0.2036939263343811,0.1078435652889311,3,22,"Text discussing the historical context of slavery, particularly involving terminology about slave ownership, human trafficking, slave trade, and captivity across different racial groups and time periods."
30558,0.00971903745085,0.205896258354187,0.1078076479025185,2,29,"Semicolons used to separate items in numbered lists that establish legal elements, requirements or criteria, typically in formal legal or judicial documents."
21808,0.078770101070404,0.1366549134254455,0.1077125072479248,15,14,"Personal pronouns and relationship terms that indicate ownership, family connections, or conditional relationships between people, organizations, or concepts."
28715,0.0659268349409103,0.1490619331598281,0.1074943840503692,11,10,"Function words and punctuation marks appearing in conversational text, particularly at points where a statement shifts into another idea or concludes."
125131,0.1862094104290008,0.0287453290075063,0.1074773697182536,34,3,"Syntax tokens like periods, semicolons, parentheses, or brackets that mark the end of a logical expression, statement, or function call in code or mathematical expressions."
22339,0.0098240170627832,0.2047444730997085,0.1072842450812459,2,23,"Closing punctuation marks in technical and academic writing, particularly at the end of measurements, citations, quoted text, or code segments."
15433,0.1621046960353851,0.0523958727717399,0.1072502844035625,24,6,"Phrases that modify, qualify, or connect ideas in text, particularly those that introduce explanations, contrasts, or amendments to previous statements."
89061,0.0093248663470149,0.2049826085567474,0.1071537374518811,2,25,"Words that describe something being released, set free, or changing from a negative state to a positive one, often in fiction or narrative contexts."
66618,0.003815084695816,0.2101387679576873,0.1069769263267517,1,25,"Commonly occurring text elements in news articles and technical documents, including punctuation (especially spaces between date components and apostrophes), proper nouns, location names, and common English function words."
124381,0.1682865917682647,0.045566476881504,0.1069265343248844,42,6,"Common transition words, prepositions, and connecting phrases that link ideas or clauses together in sentences."
96696,0.0941808745265007,0.1190824583172798,0.1066316664218902,10,11,"Function parameters, variable names, or specific identifier tokens in programming code, along with noun objects in technical/academic text that serve as important referents."
114360,0.0035580729600042,0.2096684426069259,0.106613257783465,1,24,"Special characters in programming and technical contexts, particularly brackets, mathematical notation, and formatting elements in code blocks, equations, and citations."
37028,0.1156971529126167,0.0973342061042785,0.1065156795084476,20,9,"Short affirmative responses in dialogues, particularly ""ok"" in chat contexts, serving as acknowledgments or agreements."
103511,0.013455125503242,0.1994346678256988,0.1064448966644704,3,20,"Technical terms that appear in formal structured documents, often in methodological descriptions, specifications, or definitions of components/attributes within academic papers, patents, or technical documentation."
27873,0.1947484761476516,0.0177584439516067,0.1062534600496292,44,3,"Technical programming keywords, function names, or syntax elements in source code contexts."
66879,0.01760820671916,0.194684162735939,0.1061461847275495,4,20,"Tokens that mark structural elements in text, such as personal pronouns, character names, possessive markers and punctuation that help define narrative flow in fiction or technical writing."
48383,0.1777792572975158,0.0342725291848182,0.106025893241167,40,4,"Common technical or specialized text elements that serve a functional purpose within their domains, such as mathematical operators/notation, programming syntax, or formal arguments in legal/academic contexts."
115322,0.1982210874557495,0.0128473853692412,0.1055342364124953,40,2,"Closing syntax elements in programming code, including closing brackets, HTML tags, function endings, and delimiter characters that complete code structures."
95892,0.0040323156863451,0.2067698240280151,0.1054010698571801,1,16,"Words like ""why"", ""reasons"", ""grounds"", ""explanation"", ""reach this conclusion for"", ""reasoning"", ""predicates in"", and similar terms that signal the beginning of explanations or justifications in text."
54106,0.1481840163469314,0.0625727698206901,0.1053783930838108,36,9,"Names in text that refer to people, organizations, chemicals, or technical entities that are referenced or discussed within their surrounding context."
29069,0.0613790079951286,0.1490349173545837,0.1052069626748561,13,20,"Common functional words or technical terms that connect elements within specialized context such as code, mathematical notation, or academic writing."
60701,0.0043468195945024,0.2060361057519912,0.1051914626732468,1,17,"Commas in text that appear at transitions in dialogue, direct address, or before conjunctions in quotations."
76162,0.0036099718417972,0.2064900547266006,0.1050500132841989,1,21,"Syntactic elements in code blocks or scientific data, including variable names, punctuation marks, spaces at significant positions, and numerical digits that form part of structured content."
4908,0.1970470398664474,0.0127772763371467,0.1049121581017971,46,2,"Common functional tokens that appear in technical text, often serving as connecting elements, operators, or syntax components in programming, mathematical, or specialized contexts."
96093,0.1946437358856201,0.0151201328262686,0.1048819343559444,40,2,"Connective phrases and logical relationship markers in scientific text that link observations with interpretations, establish comparisons, or draw conclusions."
61734,0.0557716749608516,0.1538887619972229,0.1048302184790372,11,11,"Programming language syntax elements such as function declarations, method calls, and regex patterns, particularly focusing on string operations (toLowerCase(), match, regex patterns) and command parsing in various languages like C#, JavaScript and Java."
111219,0.1304341703653335,0.0787339061498642,0.1045840382575988,26,10,"Technical terminology in scientific and academic contexts, particularly specialized notation, measurement units, and discipline-specific vocabulary appearing in formal research writing."
66382,0.1623371988534927,0.0467441119253635,0.1045406553894281,35,6,"Scientific terminology related to molecular transport mechanisms, particularly silicon transporters in sponges and iron transporters in plants, including gene names, protein identifiers, and functional descriptions of transport processes."
60587,0.0172857213765382,0.1916955858469009,0.1044906536117196,4,29,"Mathematical notation symbols that make up standard elements in equations, particularly parentheses, brackets, mathematical operators, set notation, and other formal mathematical syntax."
92570,0.1432149410247802,0.0655888840556144,0.1044019125401973,36,9,"Terms that complete or enhance phrases by adding descriptive detail, often forming idioms or transitions in formal or legal contexts."
125406,0.0685896426439285,0.1402095854282379,0.1043996140360832,14,16,"Words or phrases that provide important contextual information about the main subject being discussed, often introducing a key element, relationship, or modification that completes the meaning of the surrounding sentence."
40460,0.1112906783819198,0.0972752198576927,0.1042829491198062,24,12,"Key syntactic and semantic components in academic/scientific writing that serve to connect ideas, express research results, or provide technical specificity."
16136,0.0231212396174669,0.1854077726602554,0.1042645061388611,5,23,"Technical or specialized terminology that serves as key identifiers or formal concepts within scientific, legal, or technical documentation."
122527,0.0049555771984159,0.2031697481870651,0.1040626626927405,1,22,"Verbs or verb phrases indicating actions performed by characters in a narrative, often in past tense and typically describing significant interactions between characters or with objects/locations."
45120,0.0929325595498085,0.1146465763449668,0.1037895679473877,20,13,"Tokens that represent physical containment spaces or boundaries, ranging from natural environments (trees, orchard), to artificial structures (house, room, parking lot), to virtual spaces (app, local), to bounded regions (ring)."
20556,0.0085597159340977,0.1988765448331833,0.1037181303836405,2,21,Phrases indicating deception or pretense where someone or something is presenting as or appearing as something they are not.
108426,0.0144290905445814,0.1923807114362716,0.1034049009904265,3,16,"Punctuation marks appearing at the end of descriptive phrases, often following adjectives like ""scary"", ""fierce"", or ""terrifying"" that convey intensity, danger or strength. These marks frequently terminate sentences or connect clauses with dashes, particularly in narrative or descriptive contexts about entertainment or mythological entities."
97246,0.0367115475237369,0.1698807477951049,0.1032961476594209,4,20,"Special tokens and symbols in mathematical expressions, programming code, and scientific/technical documents, particularly focusing on variables, operators, and numerical values."
18473,0.1208488270640373,0.0856762453913688,0.1032625362277031,25,11,Time-referential phrases and legal terminology that indicate a comparison between past and present contexts or situations.
75746,0.1902575045824051,0.0155913680791854,0.1029244363307952,39,2,"Transitional elements in text, including punctuation marks, connecting phrases, euphemisms, and spatial/directional references that create flow between ideas or smooth over potentially jarring content."
116690,0.0039786743000149,0.2014160454273224,0.1026973598636686,1,26,"Technical terminology and syntax elements in programming, mathematics, and scholarly contexts, particularly function names, operations, file extensions, and specialized vocabulary."
40713,0.1703906506299972,0.0346337296068668,0.102512190118432,34,5,"Technical delimiters, syntax elements, and contextual connectors in specialized texts like code, medical literature, and scientific documents."
126851,0.0121261198073625,0.1928857713937759,0.1025059456005692,3,20,"References to specific items in digital content such as paths, URLs, file locations, data types, technical terms, or specific parts of documents that are crucial for understanding or implementing something."
104365,0.0372107587754726,0.1677549630403518,0.1024828609079122,4,9,"Text fragments describing sexual acts or containing explicit sexual content, often including anatomical terms, body parts, and descriptions of intimate activities."
26847,0.0326132178306579,0.1722476184368133,0.1024304181337356,7,22,"Common transitional or concluding phrases that structure document organization, particularly in legal opinions, academic papers, or web content where the author signals a conclusion, summarizes reasoning, or engages with readers."
95286,0.1340228915214538,0.0705817267298698,0.1023023091256618,29,12,"Special characters and delimiters (like braces, brackets, punctuation marks) that serve structural purposes in technical text such as code, mathematical notation, or formatted documents."
14703,0.0049665449187159,0.1995749920606613,0.1022707684896886,1,17,"Text fragments that represent parts of references, acronyms, technical terms, or formatting elements in scholarly, legal, or news documents."
34226,0.1715055108070373,0.0328329093754291,0.1021692100912332,41,4,"Text tokens that appear in the middle of paragraphs, often representing specific entities, technical terms, or words that immediately precede punctuation or connect important information."
36975,0.0035204119049012,0.2005947083234787,0.1020575601141899,1,17,"Phrases describing coercive commands, demands, or instructions where one party is directing another to perform a specific action, often unwillingly or under threat."
90157,0.0859797149896621,0.1180620342493057,0.1020208746194839,19,14,"Tokens representing entities referenced within formal documents, particularly proper names, identifiers, or objects being described in legal, academic or technical contexts."
36101,0.0195437613874673,0.1844827383756637,0.1020132498815655,4,19,"British/UK English spelling variants, particularly ""-ise"" endings instead of American ""-ize"", ""-ea"" instead of ""-e"", and ""-our"" instead of ""-or""."
4539,0.1855971962213516,0.0183655451983213,0.1019813707098364,35,3,"Whitespace characters, punctuation marks, or empty spaces that appear in formatted text, often at line breaks, in code indentation, or between numeric values and units."
106327,0.0446074157953262,0.1591383069753646,0.1018728613853454,9,19,"Legal terminology distinguishing between facts and opinions/conclusions in legal documents, particularly identifying ""conclusory"" statements, legal opinions, or subjective assertions that lack factual support."
65455,0.0418600067496299,0.1618423014879226,0.1018511541187763,10,20,"Words appearing at the end of significant noun phrases or contextual segments, often in academic, technical, or structured documents."
107824,0.1972557306289672,0.0061376974917948,0.101696714060381,47,1,"Technical document formatting syntax, particularly LaTeX and HTML markup tags that control text presentation and layout."
14862,0.1586065888404846,0.044757317751646,0.1016819532960653,33,5,"Common special characters, punctuation marks, numbers, or tokens that appear in structured technical content like code snippets, legal citations, mathematical formulas, and tabular data."
12498,0.0089601771906018,0.1940957158803939,0.1015279465354979,2,17,"Punctuation marks (like periods, question marks) and formatting elements (like line breaks, bullet points, HTML tags) that appear at the end of clauses, sentences, or paragraphs, often marking transitions between sections of technical or structured content."
80801,0.0259092673659324,0.1771212071180343,0.1015152372419834,4,12,"Terms and phrases related to sexual content, activities, or relationships appearing in various contexts including historical accounts, fiction, and social commentary."
59338,0.117084689438343,0.0857568830251693,0.1014207862317562,24,9,"Sentence-ending punctuation (primarily periods) in formal or technical text, often appearing at the conclusion of statements, citations, rules, or specific directives."
122451,0.004403268918395,0.1984186768531799,0.1014109728857874,1,26,"Page numbering, mathematical notation, citation markers, and document reference symbols common in academic and technical texts."
47642,0.1942586004734039,0.0082857171073555,0.1012721587903797,50,1,"Names of locations, institutions, and demographic groups appearing in formal encyclopedic or historical reference contexts."
1434,0.1251334398984909,0.0773589760065078,0.1012462079524993,22,9,"Words referring to social groups, demographic identifiers, or human categories, often appearing in contexts discussing gender differences, demographic characteristics, or social identities."
125815,0.0316305384039878,0.1707649230957031,0.1011977307498455,7,19,"Technical suffixes, symbols and specialized terminology appearing in programming contexts, documentation and structured text formats."
64433,0.0914169177412986,0.1109186857938766,0.1011678017675876,22,14,"Nouns and verbs describing transportation methods, vehicles and their components, or movement-related actions."
21933,0.1917117089033126,0.0102871246635913,0.100999416783452,24,1,"Phrases like ""Is there a way"" or variants such as ""Is any way"", ""Is this possible without"" that occur in technical questions asking about the feasibility of accomplishing a programming or configuration task."
73640,0.1682258993387222,0.033138059079647,0.1006819792091846,31,4,"Code tokens, syntax elements, and technical terms that serve important functional roles in program structure or documentation."
79191,0.1473773717880249,0.0538597553968429,0.1006185635924339,23,7,"Common words indicating elements within collections, lists, or categorization systems in scientific text, including specific items being listed, punctuation that separates items, and terms that denote groups or collections."
70515,0.1897984147071838,0.0113653428852558,0.1005818787962198,49,1,"First-person pronouns (I, me, my) appearing within quotation marks or direct speech, representing the speaker's perspective in dialogue."
61340,0.1940299570560455,0.0068637877702713,0.1004468724131584,42,1,"Technical terms referring to components, modules, variables or identifiers within code, technical documentation, or mathematical contexts."
11542,0.1385382562875747,0.0622248798608779,0.1003815680742263,31,5,"Special characters or variable names within mathematical notation, particularly in LaTeX expressions involving subscripts, indices, and relation operators."
42076,0.1684730350971222,0.0321133695542812,0.1002932023257017,24,5,Words and phrases that establish equivalence or comparison between code snippets or technical approaches.
108282,0.005843827035278,0.1947405338287353,0.1002921804320067,1,20,"Nouns or verbs that serve as the semantic focus or key concept at the end of content-rich phrases, often preceding punctuation marks or paragraph breaks."
91723,0.0039214077405631,0.1964476257562637,0.1001845167484134,1,19,"Variable names, parameter indices, and reference identifiers in technical or academic contexts, often appearing in mathematical equations, code, or citations."
97160,0.1801987588405609,0.0201539192348718,0.1001763390377163,33,3,"URL components and web references, often appearing in documentation, citations, or instructions for accessing online resources."
26522,0.0560880899429321,0.1442394405603408,0.1001637652516365,12,19,"References to campaign finance, political lobbying, elections, and legal violations related to political funding and registration requirements."
84453,0.0038310848176479,0.1963029652833938,0.1000670250505209,1,21,"Verbs describing human abilities or skills, often appearing with modal verbs like ""can/could"" that indicate capability or incapability to perform an action."
14107,0.0266418289393186,0.1734828203916549,0.1000623246654868,5,19,"Tokens or phrases related to mental transport or immersion, including expressions for entering imaginative states, memories, or alternative realities (""immersed in"", ""float on"", ""into"", ""back to"", ""escape"", ""dreaming"", ""delusions"", ""world"", ""imagining"")."
88252,0.1064928695559501,0.0935069993138313,0.0999999344348907,24,11,"Opening/closing delimiters that define structural elements in programming languages, including curly braces for code blocks, colons for inheritance, and angle brackets in imports or XML/HTML tags."
112742,0.1104218661785125,0.0894761681556701,0.0999490171670913,23,13,"Words denoting social relationships, group designations, and container concepts that often appear at significant points in textual structures."
62968,0.1087767034769058,0.0907922908663749,0.0997844971716404,27,11,"Legal, formal, or professional capacity designations indicating how a person is acting or serving in an official or institutional role."
105476,0.064235471189022,0.135115772485733,0.0996756218373775,11,15,"Technical terminology related to cognitive neuroscience, particularly focusing on visual perception, speech processing, and brain mechanisms for information integration."
112248,0.1453718841075897,0.0539351664483547,0.0996535252779722,27,6,"Phrases indicating actions or relationships between entities, often appearing in context of websites, digital media, commerce, or instructions - typically involving prepositions like ""to,"" ""with,"" ""on,"" or action verbs related to digital content transmission, commerce, or navigation."
85749,0.1412425488233566,0.0578087531030178,0.0995256509631872,33,6,"Function words (like ""just"", ""a"", ""the"", ""by"", ""is"", ""are"", ""have"", ""were"") that connect or modify content within sentences, often appearing after nouns or preceding verbs to establish grammatical relationships."
4689,0.0626188963651657,0.1362555623054504,0.099437229335308,8,8,"C preprocessor conditionals for bit field ordering in structs, particularly the #else directive and adjacent __u8 type declarations in endianness-dependent code."
64444,0.0613623932003974,0.1374890357255935,0.0994257144629955,13,14,"Path separators in file system hierarchies represented by a forward slash (""/"") between directory names or text fragments that resemble file paths and URLs."
117339,0.0269575342535972,0.1718892753124237,0.0994234047830104,6,16,"Technical terminology related to memory operations and computing parameters in structured documentation, often appearing in XML-like configuration code or technical writing about computational processes."
100714,0.0802578628063201,0.1184773817658424,0.0993676222860813,22,11,"Terms referring to stakeholders, participants, or entities that interact with systems, processes, or services - including creators, providers, users, regulators, and other involved parties."
108700,0.1713515371084213,0.0273371320217847,0.099344334565103,36,3,"Fragments of text that contain significant identifying information such as numbers in scientific notation, parts of scientific terms or company names, pronouns in quotations, and relationship descriptors."
90263,0.1846386343240738,0.0138752413913607,0.0992569378577172,37,1,"Common programming syntax elements including angle brackets for generics, method call parentheses, operators, and other code-specific punctuation that delimits programming language constructs."
60000,0.1420872062444687,0.0562352687120437,0.0991612374782562,26,6,"Text segments referring to difficult but necessary actions, decisions, or truths - often involving phrases like ""hard truths,"" ""tough questions,"" or ""painful"" realities that need to be confronted or implemented, especially in contexts of governance, leadership, or social policy."
65563,0.0671627819538116,0.1306453347206115,0.0989040583372116,12,15,"A noun or technical term that refers to a specific entity in the sentence, often representing technical objects, components, or concepts in fields like technology, law, biology, or programming."
20245,0.0541753396391868,0.1426520496606826,0.0984136946499347,11,10,"Sentence-terminating punctuation (mostly periods) appearing at the end of complete statements or paragraphs, often marking the boundary between different sections of formal documents."
35841,0.0032910837326198,0.1934021115303039,0.0983465976314619,1,34,"Function words and phrases that establish relationships between parts of a sentence, particularly those indicating causation, connection, or qualification of ideas."
13039,0.0278172940015792,0.1687885820865631,0.0983029380440712,7,19,"A period or punctuation mark appearing at the end of a paragraph or sentence, typically before a new paragraph begins or a change in topic occurs."
116491,0.1519683450460434,0.0445077642798423,0.0982380546629428,25,5,"Words and phrases within programming or technical contexts, particularly in software documentation, code snippets, and technical discussions about computer systems, games, or applications. Often includes references to system components, variables, character interactions, or technical parameters."
111830,0.1760696768760681,0.0202852450311183,0.0981774609535932,33,3,"Technical phrases in computational contexts describing process limitations, failures, or execution difficulties that prevent successful completion of tasks."
102163,0.1784887164831161,0.0177957769483327,0.0981422467157244,40,2,"A period/full stop that marks the boundary between metadata (keywords, tags, categories) and the main content or a new section in structured documents."
52319,0.089234285056591,0.1070048213005065,0.0981195531785488,18,15,"Past tense verbs (like ""broke,"" ""reveals,"" ""demonstrate"") or verb phrases (like ""did raise,"" ""the record reveals"") that introduce, reference or transition to key information in a document."
10558,0.0900033861398696,0.1062210872769355,0.0981122367084026,18,11,"Technical terminology related to software development, particularly API references, client libraries, and programming language constructs found in code or documentation."
105054,0.0077585140243172,0.1881523877382278,0.0979554508812725,1,18,"Introductory words at the beginning of paragraphs or sections in academic, legal, or formal texts that signal the start of a new thought, explanation, or topic."
8177,0.0079836854711174,0.1878857314586639,0.0979347084648907,2,26,"Technical and programming-related terms in multilingual web content, including code syntax, error messages, and documentation elements."
13093,0.0173374824225902,0.1785038262605667,0.0979206543415784,3,20,"Names of characters or individuals in narrative texts, often appearing just before dialogue attribution or actions. The character names are used to indicate who is speaking or acting in a scene."
29848,0.0073789372108876,0.1884439587593078,0.0979114479850977,1,23,"Tokens that appear in structured scientific and mathematical notation, particularly in LaTeX formatting, code identifiers, and technical references."
58589,0.1347089558839798,0.0609457902610302,0.097827373072505,25,7,"Phrases describing services, professional work, or capabilities that one person/entity can perform or provide for another."
68411,0.1675224900245666,0.0281215608119964,0.0978220254182815,35,3,"Variable names, mathematical notation symbols, and specific entities within technical, legal, or specialized text contexts."
22989,0.1557119637727737,0.039716463536024,0.0977142136543989,38,1,"Programming variables that represent the expected size or length of data, particularly in code handling data transmission, file operations, or buffer processing."
106544,0.170649453997612,0.0245418325066566,0.0975956432521343,19,3,"Medical treatment, health advice, emergency care, and first aid descriptions, particularly focusing on verbs and phrases related to resolving health issues, administering care, or managing medical problems."
127379,0.0240186844021081,0.1709647923707962,0.0974917383864522,5,25,"Technical terminology and measurement units appearing in scientific documentation, patents, or technical specifications."
56686,0.1707478910684585,0.0242126509547233,0.0974802710115909,40,4,"Number components (often year digits) appearing in dates, coordinates, page numbers, or version identifiers."
21417,0.1655413210391998,0.0289818476885557,0.0972615843638777,37,2,"Words or phrases that indicate time, chronology, or sequence within text, often occurring with connecting words or near punctuation."
100096,0.0092440880835056,0.1851971447467804,0.097220616415143,2,14,"Text describing recurring activities, challenges, or games in blog posts or online content. Often these are structured activities with specific instructions or themes, like daily/weekly writing prompts, creative challenges, game descriptions, or recurring content formats (like ""every day"" posts or ""Ludum Dare"" game development challenges)."
102193,0.0961611941456794,0.0978030115365982,0.0969821028411388,19,13,"Terms related to journalism, publishing, and media roles, often appearing in professional biographies or descriptions of writing careers."
97288,0.1722559928894043,0.0216867234557867,0.0969713581725955,28,2,Function evaluation results or return values in programming and mathematical contexts.
130220,0.0088722538203001,0.184587299823761,0.0967297768220305,2,17,"Nouns, pronouns, or adjectives that specify important entities, locations, or technical terms within scientific, legal, or narrative texts."
25477,0.0781676024198532,0.1151889264583587,0.0966782644391059,14,15,"Message delimiters, proper nouns, and punctuation in multi-participant chat logs, particularly usernames followed by their messages and terminal characters marking the end of speaker identification."
36033,0.1875268071889877,0.005789577960968,0.0966581925749778,35,1,"Special characters and punctuation that appear at document structure boundaries, transitions between paragraphs, or around citations and technical notation in academic and technical texts."
81133,0.0385866314172744,0.154679536819458,0.0966330841183662,9,21,"Common function words and grammatical elements that connect parts of sentences, including pronouns, auxiliary verbs, prepositions, conjunctions, and sentence-ending punctuation."
125819,0.1805043667554855,0.012659597210586,0.0965819819830358,36,2,"Language indicating potential benefits or improvements in scientific/technical contexts, particularly phrases describing methods that could enhance, maximize, or optimize biological processes, therapeutic applications, or engineering outcomes."
109983,0.1256757229566574,0.0672987625002861,0.0964872427284717,23,9,"Text that is located in a specific position or context, often between code elements, programming commands, or as part of technical terminology."
27225,0.1014260873198509,0.0915101394057273,0.0964681133627891,25,13,"Technical terms, labels, or reference identifiers that are part of citation systems, code structures, or navigation elements in technical documentation."
65675,0.0095952227711677,0.1832023113965988,0.0963987670838832,2,22,"Numeric sequences that are part of academic document identifiers in citation reference links, often appearing in a standardized format for figures, tables, or sections."
85863,0.0060205641202628,0.1866734027862548,0.0963469834532588,1,22,"Nouns or phrases representing physical locations, containers, or interfaces that define a spatial boundary or area within technical or formal text."
85973,0.0084064537659287,0.1841172873973846,0.0962618705816567,2,24,"Function words and connecting phrases that link different parts of sentences, particularly time references, prepositions, and contextual transitions."
19007,0.0034472488332539,0.1889068484306335,0.0961770486319437,1,29,Imperative verbs introducing mathematical operations in problem statements.
86275,0.1849412471055984,0.0073742810636758,0.0961577640846371,35,1,A period marking the end of a numeric value or parameter specification in scientific or technical documents.
1760,0.1133275479078292,0.0788967087864875,0.0961121283471584,17,9,"Phrases used to signal that additional content, updates, or information is available or forthcoming elsewhere, often using verbs like ""check,"" ""see,"" ""pointed out,"" or phrases like ""follow-up,"" typically referring to links, posts, or other connected content on blogs or websites."
97496,0.0038293462712317,0.1881477534770965,0.0959885498741641,1,19,"A space followed by a date element (day, month, year) in formal date formatting, typically appearing in article publication dates, document timestamps, or historical references."
6105,0.1786516308784485,0.0130359940230846,0.0958438124507665,39,2,"Text fragments that describe what a technical figure or diagram illustrates, typically appearing in academic publications or technical documentation when introducing or explaining visual elements."
30209,0.1011524572968483,0.0905167385935783,0.0958345979452133,15,3,"The ""+"" character at the beginning of lines in code diff formats, indicating newly added lines in software patches."
17880,0.0044595669023692,0.18714140355587,0.0958004852291196,1,16,"Direct speech, dialogue, or quoted text often containing formal or polite speech between characters, especially in stories with characters of nobility or authority (like ""my Lord"", ""your Majesty"", etc.)."
79116,0.157012790441513,0.0345515310764312,0.0957821607589721,36,5,"Technical terms, programming keywords, or named entities appearing in software documentation, code examples, or technical discussions about computing, biology, or legal contexts."
23797,0.1650800108909607,0.0264122057706117,0.0957461083307862,31,3,"Punctuation marks (primarily commas and periods) that separate clauses in technical or academic writing, often appearing after numerical values or descriptive elements."
55353,0.0039356867782771,0.1874968260526657,0.0957162564154714,1,19,Words or phrases within quotation marks or that form part of reported speech/dialogue between characters in text.
101475,0.0093560442328453,0.181988924741745,0.0956724844872951,2,19,"Empty tokens that mark transition points or breaks in text, often appearing at the beginning of questions or between sections of text."
111952,0.0905469357967376,0.1007509306073188,0.0956489332020282,19,12,"Common words that serve important functions in specialized contexts like scientific literature, legal documents, and technical writing, often appearing at critical junctures in text."
121213,0.0100143104791641,0.1809430867433548,0.0954786986112594,2,17,"Text elements that serve syntactic or structural functions in technical content, often including quotation marks, possessive forms, attribution markers, and programming syntax."
96758,0.0186520051211118,0.1722903698682785,0.0954711874946951,4,19,"Technical terms, syntax elements, and functional connectors in structured documents like code tests, scientific papers, and technical documentation."
54439,0.0053858114406466,0.1855151057243347,0.0954504585824906,1,21,"Important punctuation marks and syntax elements that complete or modify preceding content in code, mathematical notation, or structured text."
3151,0.0050130891613662,0.1858522742986679,0.095432681730017,1,31,"Question or problem markers that indicate the beginning of a mathematical problem, answer choice, or solution section."
92649,0.1844571530818939,0.0057571516372263,0.0951071523595601,36,1,"Structural text elements including punctuation marks, paragraph breaks, and common function words that connect ideas in academic or technical writing."
81307,0.149635836482048,0.0404614992439746,0.0950486678630113,34,5,"Closing syntax elements (brackets, tags, or whitespace) that terminate code blocks, XML/HTML structures, or mathematical expressions in programming languages and markup."
109645,0.0042681358754634,0.1854961812496185,0.094882158562541,1,16,"First and second person pronouns (I, my, you, your, we) often appearing in text that describes personal interactions, reflections, relationships, or direct communication with readers."
39948,0.1386551558971405,0.0510624833405017,0.0948588196188211,28,7,"Opening and closing brackets (curly braces, square brackets, angle brackets) in programming code, often at the start of function bodies or at collection/array declarations."
53705,0.0810194015502929,0.1086952686309814,0.0948573350906372,17,13,"Tokens that appear in technical or conversational text where the content is being quoted, referenced, or continued from a previous thought. Often these tokens connect related parts of text, especially at the beginning or end of phrases."
73622,0.1409770399332046,0.0485336072742939,0.0947553236037492,32,5,"Hypothetical speech patterns using modal verbs (would, could, might) combined with verbs of communication (tell, say) to express conditional or general statements about people's opinions or knowledge."
122956,0.0640343502163887,0.1254363805055618,0.0947353653609752,9,11,"Discourse markers and transitional phrases that signal a shift in topic, introduce a conclusion, or connect different sections of text."
37749,0.1690808087587356,0.0201997254043817,0.0946402670815587,34,3,"Mathematical notation symbols, particularly negative signs and exponentiation operators in algebraic expressions."
87693,0.1707128882408142,0.0185205992311239,0.094616743735969,32,3,"Common linguistic elements that connect or transition between ideas in text, including pronouns, apostrophes in contractions, transition words, and punctuation that links clauses."
116911,0.045696698129177,0.143525168299675,0.094610933214426,11,19,"Common programming and mathematical syntax tokens in different contexts, including JavaScript test assertions (toBe), loop constructs (in), function parameters (,), HTML tags, and mathematical notation."
5712,0.1731073856353759,0.0158920157700777,0.0944997007027268,25,2,"Text segments that might appear unconventional, technical, or stylistically distinctive to readers, often appearing before punctuation marks."
102043,0.1829199194908142,0.0058089476078748,0.0943644335493445,37,1,"Terms and phrases related to academic and research documents, including study types, research actions, methodological terminology, and document structure elements."
90876,0.0463915131986141,0.1421080529689788,0.0942497830837965,10,15,"Words and phrases related to content creation, planning, and development processes, including research materials, interview preparation, planning documents, and editorial elements."
96735,0.0088594518601894,0.1795655041933059,0.0942124780267477,1,24,"Section references and organizational markers in academic papers indicating where specific content like results, experiments, discussion, or conclusions can be found within the document."
65822,0.1060034856200218,0.0824094116687774,0.0942064486443996,23,7,"Domain-specific technical terminology and specialized vocabulary appearing in scientific, technical, or formal contexts."
